cluster,2020/02/23,2020/02/24,2020/02/25,2020/02/26,2020/02/27,2020/02/28,2020/02/29,2020/03/01,2020/03/02,2020/03/03,2020/03/04,2020/03/05,2020/03/06,2020/03/07,2020/03/08,2020/03/09,2020/03/10,2020/03/11,2020/03/12,2020/03/13,2020/03/14,2020/03/15,2020/03/16,2020/03/17,2020/03/18,2020/03/19,2020/03/20,2020/03/21,2020/03/22,2020/03/23,2020/03/24,2020/03/25,2020/03/26,2020/03/27,2020/03/28,2020/03/29,2020/03/30,2020/03/31,2020/04/01,2020/04/02,2020/04/03,2020/04/04,2020/04/05,2020/04/06,2020/04/07,2020/04/08,2020/04/09,2020/04/10,2020/04/11,2020/04/12,2020/04/13,2020/04/14,2020/04/15,2020/04/16,2020/04/17,2020/04/18,2020/04/19,2020/04/20,2020/04/21,2020/04/22,2020/04/23,2020/04/24,2020/04/25,2020/04/26,2020/04/27,2020/04/28,2020/04/29,2020/04/30,2020/05/01,2020/05/02,2020/05/03,2020/05/04,2020/05/05,2020/05/06,2020/05/07,2020/05/08,2020/05/09,2020/05/10,2020/05/11,2020/05/12,2020/05/13,2020/05/14,2020/05/15,2020/05/16,2020/05/17,2020/05/18,2020/05/19,2020/05/20,2020/05/21,2020/05/22,2020/05/23,2020/05/24,2020/05/25,2020/05/26,2020/05/27,2020/05/28,2020/05/29,2020/05/30,2020/05/31,2020/06/01,2020/06/02,2020/06/03,2020/06/04,2020/06/05,2020/06/06,2020/06/07,2020/06/08,2020/06/09,2020/06/10,2020/06/11,2020/06/12,2020/06/13,2020/06/14,2020/06/15,2020/06/16,2020/06/17,2020/06/18
1,0.2913327847624034,0.2152887090638677,0.3169547612910836,0.18721613241658003,0.19922602491587815,0.20097299230497798,0.24078574167698788,0.3042752155228739,0.24751970140088053,0.19699727569099093,0.19524716618539315,0.19765329195585452,0.19861152226304585,0.22194304859241948,0.25428947043611305,0.19318265500557508,0.19514621786558517,0.19176062412376094,0.21808474465103272,0.2161239937016731,0.27865586070361154,0.3005149738512263,0.2395260261508859,0.279634977359875,0.26052934370335135,0.24512872890219833,0.27509196828407884,0.3463823832145457,0.3395514416621765,0.2910255532813436,0.3101799867146757,0.2909919449748686,0.32427663712480453,0.32648994218074234,0.3471673238646916,0.387272592736639,0.3335085633030502,0.32787592580554664,0.3535845177580836,0.34736741784538766,0.3342962572109027,0.376385430265444,0.4062449282027582,0.3371925656725171,0.3420017788097814,0.3183966524007176,0.30494068483101766,0.30284069977362255,0.34391261683514107,0.38901774941180545,0.32447141826104775,0.3127489854383591,0.3172651443158979,0.303517921573483,0.27306223329612933,0.3258281037461695,0.34165519792254306,0.31827266779267666,0.3003751908419625,0.31100174054775664,0.292786916060597,0.2780760884810961,0.3209016727656709,0.33595664041329387,0.3004219488962463,0.29119531953504446,0.2784190752641326,0.2819569535994645,0.2984468311697052,0.3487727861675836,0.38213053125728647,0.31574637439606734,0.29137110854854226,0.30765101571102826,0.28835453493072893,0.26807529956912524,0.2803408082113908,0.31354563992093737,0.3114474247252257,0.2977858378294722,0.2947626525591551,0.2861687236823563,0.2666812635266562,0.3075692982465363,0.342591176637523,0.29743474196037994,0.30064076061540657,0.2908422451857975,0.2802596805958364,0.2673034577955957,0.27907535153511914,0.3038882816143821,0.33330974343208863,0.263422392424276,0.27112220324564507,0.26045039183740126,0.2633452936386806,0.29412723186352213,0.3327887669767894,0.273656830671873,0.27447664660804394,0.27062317230762817,0.23787901582990997,0.2476862419979241,0.27828042947655934,0.3155196233563385,0.2600392887248732,0.28072363803227157,0.27382652128855556,0.28808474820506524,0.2879622897520529,0.3085828674748206,0.32692774797693597,0.297793800188073,0.2899723498678322,0.2627783081257822,0.2609946212801024
2,0.3237470346102778,0.23242579826064555,0.33041456686258125,0.20477635846950656,0.20900566742703663,0.21064763735204506,0.2620485332373958,0.3291345546280506,0.25942948322321596,0.22811768398101365,0.23313068360969075,0.2368814290907269,0.2362916490869938,0.2698557863641549,0.3154987832596791,0.23275806874183558,0.23178753497935753,0.23593286607117472,0.262914520134267,0.2578184004518999,0.3337693470772326,0.3595517488360619,0.29158482196225183,0.3311444609000072,0.32133097420422413,0.3179397065852477,0.34692364077672544,0.42482808172647957,0.41848799826378985,0.36681856483011976,0.38639855585482463,0.36792440499704027,0.4082159669472245,0.4120561836755596,0.43974793610883117,0.47143851512301527,0.41641923949813137,0.4117131250023778,0.4181554500621709,0.41704535093271833,0.4051194496401119,0.44366837782255375,0.47671863891927746,0.4082489680863232,0.41317082408523664,0.39337806030388955,0.37759018222302204,0.3716106152491058,0.41142118657910304,0.46204109212679406,0.4004643889852398,0.3817096802911348,0.3763418219727195,0.3714572192336582,0.343709467433479,0.408305259474201,0.4271714152077436,0.3909084094466194,0.37918470783930863,0.38940136282405036,0.36843964604171897,0.34993909835683396,0.3994163520554579,0.409155840753397,0.3672464662856801,0.36586601779708616,0.35217754642875887,0.35423295528346327,0.35065559122613393,0.4080733753540977,0.44145963195882515,0.37189612445821185,0.3523727974870672,0.36948801525667824,0.3521638106820615,0.3271103658446597,0.33400831676836107,0.36446024252236153,0.3770026259131088,0.3616397169123403,0.35489960093063316,0.3486461766852336,0.3215205611978127,0.3680643240349851,0.40338984124865024,0.35249977259534837,0.356606562993258,0.34498064895776953,0.34130641728679906,0.317604104736234,0.33524267127831753,0.3610353269560677,0.3910577973743237,0.3195588062271437,0.3181308959327436,0.3092750506764044,0.30429229640225613,0.3484575487964405,0.3767817047146903,0.3233558145771458,0.3325965007439613,0.3141932439293744,0.285092167389943,0.28836677002169264,0.3337198319590335,0.3589252398963777,0.3127713546825682,0.3259180693788674,0.31022327966626784,0.319960085190197,0.3208510393546965,0.34501951940062464,0.36322232676879934,0.342565224584533,0.3299985343117579,0.29644512912683196,0.29147965599085973
3,0.32889464554924075,0.23403589343840195,0.3370351082044726,0.20734652370975093,0.2119178004271538,0.21763730604920792,0.27513135069226297,0.3409534462333736,0.27180743670680785,0.2413363863932209,0.24594228517125977,0.2505106232322747,0.25258384458735283,0.28885030541076934,0.33296159898115163,0.2511825446428299,0.25400049846022743,0.2555681623959383,0.28318531099998007,0.28015478496381974,0.35234354343261237,0.3848025723004201,0.33245129913491334,0.3688797496297011,0.3606866886756765,0.3639055182864163,0.38507718836082333,0.46674366362496394,0.45722055319743904,0.40871876122257256,0.4311455324062835,0.41625467897316554,0.4620931068137539,0.46201381487648213,0.48530921656711945,0.5082634962773322,0.46703777158090803,0.4560181853218456,0.47178749531710223,0.4689522282097117,0.45224193158429155,0.48709074387209766,0.5196929375396724,0.45984313825756834,0.4640293785517706,0.4422521426149075,0.42595204093335015,0.4153226116929853,0.4574671582058189,0.5040265863136023,0.4468990502140165,0.43254000869330494,0.43325106804795904,0.4278674509845255,0.40137178152214126,0.45524253584486124,0.4748271109497736,0.44384350875472506,0.4357899347036188,0.4463402602240122,0.4293288765417251,0.4029272340664592,0.4443851518946168,0.4556325998444364,0.4222096684185716,0.4221939200367992,0.40942845705204933,0.4104797728478653,0.4002981336006242,0.45875491120496853,0.48849709734573576,0.4202092168133147,0.40121148407175533,0.4203298971717091,0.3992770239795611,0.3707773414912995,0.3728658267740781,0.4058847186290313,0.4222335998255775,0.4131170525444286,0.406711841800753,0.3948324097044307,0.36473362893272704,0.4155398016265014,0.4434538068565104,0.3982099393207506,0.4044535197838792,0.3966623441215367,0.3903110849625905,0.35960692739654115,0.3730279806275537,0.401112928812152,0.4419229365742176,0.3709125032905119,0.36592740089612935,0.35216588284825806,0.34506665253117197,0.3890364554395086,0.41895547144978884,0.3699409957791091,0.381653957745321,0.359977704395694,0.3338113565866465,0.3323369426660448,0.3637605775898355,0.397705150954814,0.35051578431917474,0.37010756344106577,0.3505434423314207,0.35992940664093787,0.3566290406227544,0.3759563015200621,0.394598544706476,0.3769608296177039,0.3678118885459796,0.3330684116042466,0.3240561487834681
4,0.3213414653718124,0.2294121357311197,0.3419785589757936,0.20761306005872246,0.21184043914225392,0.21612357713518848,0.2702891738881278,0.34567227657546457,0.2751845421334011,0.2571589348201859,0.2590245756123439,0.2783929857609462,0.28385921112020024,0.31441547763766087,0.3665535611553086,0.29319599603753926,0.2935727765858429,0.29074947791494676,0.32759314741627066,0.33941120940672115,0.3730860676820747,0.4098014399116461,0.3890738109964646,0.43091169740813695,0.41808597511499407,0.42185527144256424,0.4451442734327278,0.5147505786966575,0.49237909826855164,0.46872368889327787,0.4905428018374457,0.4811212841563982,0.5300446508890957,0.5270448848017938,0.5316707641696062,0.5396077771161457,0.5317738484366981,0.5286659677758232,0.5428088741908736,0.5407580291910435,0.5259791260861438,0.5357952446776586,0.5636670800159274,0.5316304634303968,0.5397955291652559,0.5184090340236002,0.4943441996393909,0.4886226888695092,0.5119250020144729,0.5518513948147434,0.5258494579000209,0.510441818385959,0.5131719048158162,0.5054105278411686,0.48237353488859896,0.5189840131734054,0.525976126761211,0.5176175909964279,0.518904118203196,0.5325216505770868,0.5117651893043197,0.48779309102388774,0.5079449614176083,0.5132646446569519,0.5044870744116359,0.5103686136924577,0.4876388413868001,0.49490032202702244,0.4798453523241576,0.5301936179715594,0.5442016911432477,0.5064430165559035,0.4855336064426581,0.5103362799870427,0.48851739509736064,0.4493322175926084,0.43407580141744223,0.4628453197906535,0.5117745746685155,0.5028967195065228,0.48612317227039603,0.48577832253409203,0.4436380891041099,0.4862304734798492,0.4978533482849994,0.4832634292893791,0.48592886210142533,0.48485909786616666,0.48000955646510574,0.441160232067938,0.43725803250458956,0.45353794791017954,0.5069381560052236,0.4551636757513604,0.4503197257158567,0.43393334192045424,0.42013528306682363,0.4689604555200295,0.4844312088889215,0.45433794829106416,0.4649921001972678,0.4432897797874613,0.4063528350344165,0.40243018783127854,0.4249982619671917,0.44193553797378893,0.4276121799562793,0.4487198932605472,0.422574202679727,0.4351715684615105,0.42166466245162193,0.4249234135200015,0.4365095793555881,0.4509035224656027,0.43140832692597264,0.39761153383381964,0.38584784289525503
5,0.3191566991760863,0.2623008650678112,0.31845796964546225,0.24335150652766835,0.2462862021487166,0.2491684478026017,0.28110603629463515,0.36511116861429604,0.32295011573514626,0.2224373704775972,0.23167175877208274,0.229778479772602,0.23247065746598963,0.24756004037477597,0.2770558188961685,0.23285763146567823,0.245431858069553,0.24370409970960066,0.25895892802234083,0.2614531542274536,0.29253721673163297,0.30550314985628985,0.28422305510052026,0.32077231667295597,0.3068500100771585,0.2944362516193645,0.3109456253671456,0.35072702694040875,0.3475130046838091,0.3234076411201187,0.33397261497717334,0.31952985375401316,0.3530506074667554,0.3556013602502717,0.36994432052085574,0.378014189806037,0.360582150839846,0.35318858857913443,0.4402118481688708,0.42262496680487704,0.4146415038035404,0.4329150469697314,0.4451268950439864,0.4188201609911583,0.41857223839371943,0.40420388023556836,0.38561117509787,0.37918087220337643,0.4116324090799037,0.44306444093857367,0.40783598558696976,0.39731122714350064,0.3977589862604219,0.3806730186195112,0.36217585863368296,0.39943854828819153,0.4118770203727649,0.39819177394920025,0.3907339221343856,0.3989660473835054,0.38299686197951704,0.3692219980721061,0.39045225376157305,0.3996795445101409,0.3827649205047985,0.3805473325136975,0.3660140901427567,0.37140337610789803,0.42722675619535,0.46948694624224857,0.48993379243528945,0.4440034374497572,0.4299686579705689,0.4416921745577511,0.4204637934356903,0.3977550600239027,0.4020149599972407,0.41815965866155125,0.43571322382420546,0.42459729180792966,0.42146065212812517,0.4152427918611288,0.38949040476187735,0.4184562765762726,0.4516326712132016,0.42682918826882027,0.4293807999615073,0.4266620331938343,0.4218394053952208,0.4007113506758473,0.4066170983668232,0.41995090679255004,0.45318562642775617,0.3997816026938314,0.3984020699593473,0.38463879250368666,0.38233877817114686,0.4111357841098376,0.44600396913905566,0.4086993751813737,0.4219239616146238,0.40433756994190156,0.38117808292380917,0.38541744226081026,0.4063748906375104,0.43649407858868766,0.4133695108956088,0.42905805360728966,0.4095046454836296,0.4246608883446791,0.4260960307393877,0.43400499726600555,0.4377023989462266,0.44289124239174754,0.41888572829699955,0.3905071760768797,0.39373574420590385
