,V1,V2,V5,V3,V4
0,-0.0009316887513572221,-0.00014825859718960432,-0.0009729488148860903,0.0008330642472254897,0.001442821596356353
1,0.0003489247522841938,-0.0006666568902835676,0.001027713992002435,-0.0003943935034452701,0.0010338016193694934
2,0.0006356583245702645,0.0003315221596268746,-0.0011745728006640349,-0.0006275299075267732,0.00012916850293176178
3,9.213629478459143e-05,3.4288784640744916e-05,-3.9718095251311316e-05,-0.0005050084772471381,0.0008412718242969828
4,-0.00038399379544794385,0.00016782515261890268,0.0010420490371148782,-0.00038574866419460653,0.00019699119790614244
5,-0.0006144779012049062,0.0005955863651704661,0.00016659992364176956,-0.00022139867802953184,-4.3021865706384874e-05
6,-7.2687262191655e-05,0.0001627455616665828,-9.0367976941776e-05,-3.5132975138146624e-05,-0.00024442894702743806
7,0.00010395285122544431,6.726021596101642e-05,5.4811805485208556e-05,-0.0002496004309900099,9.786009079907659e-05
8,8.032612573731786e-05,-0.00015224449423023869,4.525966317015102e-05,-9.144483918541437e-05,0.0004435541323198866
9,3.3233927493317964e-06,-0.00018603173019193312,0.0002991497040742723,0.00021530967085342046,-0.0002532601987931492
10,0.0002945533515225815,-0.0002442082388691709,-7.876069749720845e-05,0.0003121205010198541,-0.00048596668036343844
11,0.00021548625590456282,-0.00024258013725317904,-0.0003348663329218437,0.0003135277627942723,-8.148729914681386e-05
12,0.00026109203169329327,-0.00033249101901182887,-0.00014264197842816923,0.0003694090144829647,-0.0002915059042820787
13,-3.1558026373144763e-06,0.0001316388933978781,-0.00028721301034542415,6.699601535800296e-06,-0.00017259548032322496
