,V4,V5,V1,V2,V3
0,-0.001357036858954461,0.0030078600039790057,-0.0014752358990407007,-0.0014636858382604738,-0.0013308917307578417
1,0.007343246034180287,-7.073479669186848e-06,-0.0005310724551493176,-0.000495212902078357,-0.0013677325442581316
2,0.00121302479577669,-0.00011162126001832509,-0.0019538413571945365,-0.0015349415755045272,0.003086633939361651
3,-0.0001983050283541686,-5.6289420292104426e-05,0.0010282350355827858,0.0006224977547263777,-0.0014398397310830175
4,0.00010053063409809791,1.901657987516615e-06,0.0006746339563649409,-0.0016469423672770304,0.0004262473544405006
5,1.4934418375023746e-05,-7.934941315579503e-05,3.06675122712088e-06,2.466144457358434e-06,2.2137943825469218e-05
6,1.0713186746160926e-05,-2.8378859669535653e-05,3.308266691599603e-06,4.219509845430073e-07,1.8872237864726334e-05
7,1.569196076638484e-05,5.731817058160052e-07,0.0008634467640101704,-0.0015031540659592789,8.277793728193788e-05
8,-1.3256259303550945e-06,-2.9389294339108245e-05,-3.3624201898915992e-06,4.359050530549578e-06,-6.129538861412663e-06
9,-2.5296631404334876e-05,-2.7027327700775925e-06,-0.0013206994464178834,0.0023683153919162414,-8.920509301995644e-05
10,8.182013118673189e-05,-2.3603143379317438e-06,0.0010556412730407354,-0.0019323269977653227,2.8807703575356694e-05
11,-2.649710845287976e-06,1.090831245334505e-07,1.9917343300667132e-05,-7.519520212382208e-06,0.0004202830545813775
12,3.5586126509113794e-05,-3.098200027507547e-08,-0.0005762565639302572,0.0013099628033298102,-5.383341435909701e-05
13,2.400608044123223e-07,2.0959027695173954e-05,-6.428754733099478e-08,1.9001601349475416e-07,-2.2710697758340626e-06
14,-1.229006337459107e-07,-8.40938196920424e-05,-2.1679687340786367e-07,6.714259686127299e-07,-2.2664602576248032e-06
15,-3.2164323763612246e-05,-2.812955665834978e-07,-5.2621186892092185e-05,-0.0003957761421564759,2.343836140596189e-05
16,1.0798754762841963e-05,0.00031218566741817805,1.685392719129795e-06,-6.595957267141759e-06,-4.884046505022168e-06
17,2.7212593656120088e-05,-6.45769197320266e-07,0.0001494190743628993,0.00012806053161955748,-3.5738919913647168e-06
